
========== 로그 시작: Fri Dec  5 12:37:28 2025
시간                온도(°C)  습도(%)  히터   팬
2025-12-05 13:02:42     28.01     70.11     OFF    ON
2025-12-05 13:02:43     28.11     69.12     OFF   OFF
2025-12-05 13:02:44     27.74     68.82      ON   OFF
2025-12-05 13:02:45     27.97     69.43      ON   OFF
2025-12-05 13:02:46     28.46     70.16     OFF    ON
2025-12-05 13:02:47     28.44     69.97     OFF   OFF
2025-12-05 13:02:48     28.18     69.70     OFF   OFF
2025-12-05 13:02:49     27.87     70.34      ON    ON
2025-12-05 13:02:50     27.91     70.27      ON    ON
2025-12-05 13:02:51     28.42     69.14     OFF   OFF
2025-12-05 13:02:53     28.39     69.05     OFF   OFF
2025-12-05 13:02:54     28.18     69.73     OFF   OFF
2025-12-05 13:02:55     27.83     70.35      ON    ON
2025-12-05 13:02:56     27.87     70.15      ON    ON
2025-12-05 13:02:57     28.20     69.26     OFF   OFF
2025-12-05 13:02:58     28.14     69.22     OFF   OFF
2025-12-05 13:02:59     27.88     69.77      ON   OFF
2025-12-05 13:03:00     27.96     70.34      ON    ON
2025-12-05 13:03:01     28.44     70.18     OFF    ON
2025-12-05 13:03:02     28.34     69.27     OFF   OFF
2025-12-05 13:03:03     27.91     69.14      ON   OFF
2025-12-05 13:03:04     27.84     69.67      ON   OFF
2025-12-05 13:03:05     28.26     70.31     OFF    ON
2025-12-05 13:03:06     28.27     70.26     OFF    ON
2025-12-05 13:03:07     27.83     69.26      ON   OFF
2025-12-05 13:03:08     27.83     69.04      ON   OFF
2025-12-05 13:03:09     28.22     69.61     OFF   OFF
2025-12-05 13:03:10     28.10     70.26     OFF    ON
2025-12-05 13:03:11     27.68     69.95      ON   OFF
2025-12-05 13:03:12     27.74     69.74      ON   OFF
2025-12-05 13:03:13     28.14     70.21     OFF    ON
2025-12-05 13:03:14     28.17     69.97     OFF   OFF
2025-12-05 13:03:15     27.79     69.70      ON   OFF
2025-12-05 13:03:16     27.75     70.36      ON    ON
2025-12-05 13:03:17     28.15     70.15     OFF    ON
2025-12-05 13:03:18     28.19     69.25     OFF   OFF
2025-12-05 13:03:19     28.05     69.09     OFF   OFF
2025-12-05 13:03:20     27.75     69.72      ON   OFF
2025-12-05 13:03:21     27.90     70.21      ON    ON
2025-12-05 13:03:22     28.35     70.17     OFF    ON
2025-12-05 13:03:23     28.44     69.35     OFF   OFF
2025-12-05 13:03:24     28.09     69.23     OFF   OFF
2025-12-05 13:03:25     27.83     69.87      ON   OFF
2025-12-05 13:03:26     27.80     70.34      ON    ON
2025-12-05 13:03:27     28.09     69.97     OFF   OFF
2025-12-05 13:03:28     28.17     69.78     OFF   OFF
2025-12-05 13:03:29     27.75     70.48      ON    ON
2025-12-05 13:03:30     27.82     70.27      ON    ON
2025-12-05 13:03:31     28.17     69.11     OFF   OFF
2025-12-05 13:03:32     28.30     68.80     OFF   OFF
2025-12-05 13:03:33     28.09     69.44     OFF   OFF
2025-12-05 13:03:34     27.90     69.99      ON   OFF
2025-12-05 13:03:35     27.91     70.55      ON    ON
2025-12-05 13:03:36     28.23     70.36     OFF    ON
2025-12-05 13:03:37     28.12     69.33     OFF   OFF
2025-12-05 13:03:38     27.75     69.25      ON   OFF
2025-12-05 13:03:39     27.98     69.84      ON   OFF
2025-12-05 13:03:40     28.44     70.43     OFF    ON
2025-12-05 13:03:41     28.46     70.19     OFF    ON
2025-12-05 13:03:42     28.21     69.29     OFF   OFF
2025-12-05 13:03:43     27.72     69.12      ON   OFF
2025-12-05 13:03:44     27.80     69.75      ON   OFF
2025-12-05 13:03:45     28.15     70.32     OFF    ON
2025-12-05 13:03:46     28.06     70.23     OFF    ON
2025-12-05 13:03:47     27.64     69.24      ON   OFF
2025-12-05 13:03:48     27.68     69.09      ON   OFF
2025-12-05 13:03:49     28.27     69.60     OFF   OFF
2025-12-05 13:03:50     28.29     70.23     OFF    ON
2025-12-05 13:03:51     28.00     70.02      ON    ON
2025-12-05 13:03:52     28.02     69.03     OFF   OFF
2025-12-05 13:03:53     28.03     68.68     OFF   OFF
2025-12-05 13:03:54     27.88     69.08      ON   OFF
2025-12-05 13:03:55     27.94     69.85      ON   OFF
2025-12-05 13:03:56     28.32     70.53     OFF    ON
2025-12-05 13:03:57     28.30     70.23     OFF    ON
2025-12-05 13:03:58     27.88     69.26      ON   OFF
2025-12-05 13:03:59     27.92     69.05      ON   OFF
2025-12-05 13:04:00     28.27     69.71     OFF   OFF
2025-12-05 13:04:01     28.40     70.45     OFF    ON
2025-12-05 13:04:02     28.19     70.13     OFF    ON
2025-12-05 13:04:03     27.93     69.18      ON   OFF
2025-12-05 13:04:04     27.86     68.87      ON   OFF
2025-12-05 13:04:05     28.23     69.60     OFF   OFF
2025-12-05 13:04:06     28.18     70.20     OFF    ON
2025-12-05 13:04:07     27.81     70.17      ON    ON
2025-12-05 13:04:08     27.85     69.16      ON   OFF
2025-12-05 13:04:09     28.18     69.03     OFF   OFF
2025-12-05 13:04:10     28.16     69.62     OFF   OFF
2025-12-05 13:04:11     27.86     70.11      ON    ON
2025-12-05 13:04:12     27.90     69.77      ON   OFF
2025-12-05 13:04:13     28.26     69.52     OFF   OFF
2025-12-05 13:04:14     28.43     69.97     OFF   OFF
2025-12-05 13:04:15     28.07     70.46     OFF    ON
2025-12-05 13:04:16     27.85     70.14      ON    ON
2025-12-05 13:04:17     27.86     69.15      ON   OFF
2025-12-05 13:04:18     28.25     68.98     OFF   OFF
2025-12-05 13:04:19     28.18     69.66     OFF   OFF
2025-12-05 13:04:20     27.98     70.31      ON    ON
2025-12-05 13:04:21     28.04     70.22     OFF    ON
2025-12-05 13:04:22     27.99     69.22      ON   OFF
2025-12-05 13:04:23     28.13     68.87     OFF   OFF
2025-12-05 13:04:24     28.10     69.48     OFF   OFF
2025-12-05 13:04:25     27.79     70.12      ON    ON
2025-12-05 13:04:26     27.87     69.90      ON   OFF
2025-12-05 13:04:27     28.33     69.80     OFF   OFF
2025-12-05 13:04:28     28.28     70.28     OFF    ON
2025-12-05 13:04:29     27.90     69.93      ON   OFF
2025-12-05 13:04:30     28.03     69.63     OFF   OFF
2025-12-05 13:04:31     28.00     70.14      ON    ON
2025-12-05 13:04:32     27.96     70.01      ON    ON
2025-12-05 13:04:33     28.23     69.08     OFF   OFF
2025-12-05 13:04:34     28.30     68.98     OFF   OFF
2025-12-05 13:04:35     27.96     69.67      ON   OFF
2025-12-05 13:04:36     28.15     70.27     OFF    ON
2025-12-05 13:04:37     28.24     70.19     OFF    ON
2025-12-05 13:04:38     27.93     69.13      ON   OFF
2025-12-05 13:04:39     28.04     68.88     OFF   OFF
2025-12-05 13:04:40     28.09     69.46     OFF   OFF
2025-12-05 13:04:41     27.81     70.25      ON    ON
2025-12-05 13:04:42     27.90     70.09      ON    ON
2025-12-05 13:04:43     28.41     69.20     OFF   OFF
2025-12-05 13:04:44     28.51     68.96     OFF   OFF
2025-12-05 13:04:45     28.02     69.40     OFF   OFF
2025-12-05 13:04:46     27.68     69.88      ON   OFF
2025-12-05 13:04:47     27.77     70.55      ON    ON
2025-12-05 13:04:48     27.99     70.23      ON    ON
2025-12-05 13:04:49     28.20     69.32     OFF   OFF
2025-12-05 13:04:50     28.14     69.05     OFF   OFF
2025-12-05 13:04:51     27.85     69.65      ON   OFF
2025-12-05 13:04:52     27.87     70.24      ON    ON
2025-12-05 13:04:53     28.29     69.90     OFF   OFF
2025-12-05 13:04:54     28.24     69.86     OFF   OFF
2025-12-05 13:04:55     27.93     70.48      ON    ON
2025-12-05 13:04:56     28.05     70.33     OFF    ON
2025-12-05 13:04:57     28.02     69.36     OFF   OFF
2025-12-05 13:04:58     27.64     69.17      ON   OFF
2025-12-05 13:04:59     27.70     69.77      ON   OFF
2025-12-05 13:05:00     28.06     70.42     OFF    ON
2025-12-05 13:05:01     28.20     70.08     OFF    ON
2025-12-05 13:05:02     27.88     69.10      ON   OFF
2025-12-05 13:05:03     27.97     68.82      ON   OFF
2025-12-05 13:05:04     28.35     69.32     OFF   OFF
2025-12-05 13:05:05     28.28     69.83     OFF   OFF
2025-12-05 13:05:06     28.07     70.36     OFF    ON
2025-12-05 13:05:07     27.68     70.16      ON    ON
2025-12-05 13:05:08     27.77     69.17      ON   OFF
2025-12-05 13:05:09     28.25     69.03     OFF   OFF
2025-12-05 13:05:10     28.35     69.76     OFF   OFF
2025-12-05 13:05:11     27.88     70.27      ON    ON
2025-12-05 13:05:12     27.92     70.25      ON    ON
2025-12-05 13:05:13     28.38     69.25     OFF   OFF
2025-12-05 13:05:14     28.51     68.92     OFF   OFF
2025-12-05 13:05:15     28.22     69.63     OFF   OFF
2025-12-05 13:05:16     28.00     70.19     OFF    ON
2025-12-05 13:05:17     27.68     69.96      ON   OFF
2025-12-05 13:05:18     27.82     69.66      ON   OFF
2025-12-05 13:05:19     28.19     70.16     OFF    ON
2025-12-05 13:05:20     28.27     69.94     OFF   OFF
2025-12-05 13:05:21     27.89     69.73      ON   OFF
2025-12-05 13:05:22     27.76     70.23      ON    ON
2025-12-05 13:05:23     28.16     69.97     OFF   OFF
2025-12-05 13:05:24     28.05     69.75     OFF   OFF
2025-12-05 13:05:25     27.88     70.44      ON    ON
2025-12-05 13:05:26     27.89     70.24      ON    ON
2025-12-05 13:05:27     28.38     69.39     OFF   OFF
2025-12-05 13:05:28     28.29     69.16     OFF   OFF
2025-12-05 13:05:29     28.09     69.86     OFF   OFF
2025-12-05 13:05:30     27.99     70.40      ON    ON
2025-12-05 13:05:31     27.89     70.06      ON    ON
2025-12-05 13:05:32     28.31     69.01     OFF   OFF
2025-12-05 13:05:33     28.16     68.66     OFF   OFF
2025-12-05 13:05:34     27.87     69.38      ON   OFF
2025-12-05 13:05:35     27.94     70.05      ON    ON
2025-12-05 13:05:36     28.35     69.98     OFF   OFF
2025-12-05 13:05:37     28.39     69.82     OFF   OFF
2025-12-05 13:05:38     28.22     70.47     OFF    ON
2025-12-05 13:05:39     28.02     70.17     OFF    ON
2025-12-05 13:05:40     27.76     69.06      ON   OFF
2025-12-05 13:05:41     27.75     68.92      ON   OFF
2025-12-05 13:05:42     28.08     69.52     OFF   OFF
2025-12-05 13:05:43     28.15     70.10     OFF    ON
2025-12-05 13:05:44     27.92     69.75      ON   OFF
2025-12-05 13:05:45     28.04     69.54     OFF   OFF
2025-12-05 13:05:46     28.09     70.07     OFF    ON
2025-12-05 13:05:47     27.81     69.89      ON   OFF
2025-12-05 13:05:48     27.75     69.60      ON   OFF
2025-12-05 13:05:49     28.29     70.19     OFF    ON
2025-12-05 13:05:50     28.29     70.10     OFF    ON
2025-12-05 13:05:51     28.02     69.04     OFF   OFF
2025-12-05 13:05:52     27.68     68.75      ON   OFF
2025-12-05 13:05:53     27.82     69.33      ON   OFF
2025-12-05 13:05:54     28.32     69.87     OFF   OFF
2025-12-05 13:05:55     28.28     70.55     OFF    ON
2025-12-05 13:05:56     27.95     70.46      ON    ON
2025-12-05 13:05:57     27.87     69.56      ON   OFF
2025-12-05 13:05:58     28.23     69.22     OFF   OFF
2025-12-05 13:05:59     28.25     69.80     OFF   OFF
2025-12-05 13:06:00     27.82     70.43      ON    ON
2025-12-05 13:06:01     27.84     70.08      ON    ON
2025-12-05 13:06:02     28.21     68.99     OFF   OFF
2025-12-05 13:06:03     28.40     68.94     OFF   OFF
2025-12-05 13:06:04     28.11     69.55     OFF   OFF
2025-12-05 13:06:05     27.69     70.28      ON    ON
2025-12-05 13:06:06     27.72     70.14      ON    ON
2025-12-05 13:06:07     28.13     69.16     OFF   OFF
2025-12-05 13:06:08     28.18     69.03     OFF   OFF
2025-12-05 13:06:09     27.77     69.57      ON   OFF
2025-12-05 13:06:10     27.88     70.21      ON    ON
2025-12-05 13:06:11     28.23     70.14     OFF    ON
2025-12-05 13:06:12     28.16     69.23     OFF   OFF
2025-12-05 13:06:13     27.81     69.09      ON   OFF
2025-12-05 13:06:14     27.94     69.81      ON   OFF
2025-12-05 13:06:15     28.25     70.42     OFF    ON
2025-12-05 13:06:16     28.15     70.26     OFF    ON
2025-12-05 13:06:17     27.82     69.22      ON   OFF
2025-12-05 13:06:18     27.82     69.08      ON   OFF
2025-12-05 13:06:19     28.17     69.72     OFF   OFF
2025-12-05 13:06:20     27.75     70.29      ON    ON
2025-12-05 13:06:21     28.15     69.22     OFF   OFF
2025-12-05 13:06:22     27.88     69.76      ON   OFF
2025-12-05 13:06:23     28.44     70.30     OFF    ON
2025-12-05 13:06:24     28.06     69.30     OFF   OFF
2025-12-05 13:06:25     27.67     69.82      ON   OFF
2025-12-05 13:06:26     28.21     70.41     OFF    ON
2025-12-05 13:06:27     27.90     69.44      ON   OFF
2025-12-05 13:06:28     28.48     70.10     OFF    ON
2025-12-05 13:06:29     28.09     69.11     OFF   OFF
2025-12-05 13:06:30     27.73     69.75      ON   OFF
2025-12-05 13:06:31     28.08     70.36     OFF    ON
2025-12-05 13:06:32     27.74     69.37      ON   OFF
2025-12-05 13:06:33     28.25     69.96     OFF   OFF
2025-12-05 13:06:34     27.88     70.65      ON    ON
2025-12-05 13:06:35     28.39     69.75     OFF   OFF
2025-12-05 13:06:36     27.97     70.36      ON    ON
2025-12-05 13:06:37     28.36     69.31     OFF   OFF
2025-12-05 13:06:38     28.01     69.90     OFF   OFF
2025-12-05 13:06:39     27.67     70.50      ON    ON
2025-12-05 13:06:40     28.05     69.62     OFF   OFF
2025-12-05 13:06:41     27.63     70.15      ON    ON
2025-12-05 13:06:42     28.03     69.18     OFF   OFF
2025-12-05 13:06:43     27.64     69.81      ON   OFF
2025-12-05 13:06:44     28.07     70.51     OFF    ON
2025-12-05 13:06:45     27.78     69.45      ON   OFF
2025-12-05 13:06:46     28.29     69.87     OFF   OFF
2025-12-05 13:06:47     27.98     70.40      ON    ON
2025-12-05 13:06:48     28.40     69.43     OFF   OFF
2025-12-05 13:06:49     28.01     70.01     OFF    ON
2025-12-05 13:06:50     27.70     68.95      ON   OFF
2025-12-05 13:06:51     28.04     69.62     OFF   OFF
2025-12-05 13:06:52     27.70     70.21      ON    ON
2025-12-05 13:06:53     28.00     69.39      ON   OFF
2025-12-05 13:06:54     28.56     69.97     OFF   OFF
2025-12-05 13:06:55     28.09     70.73     OFF    ON
2025-12-05 13:06:56     27.77     69.75      ON   OFF
2025-12-05 13:06:57     28.33     70.35     OFF    ON
2025-12-05 13:06:58     27.91     69.30      ON   OFF
2025-12-05 13:06:59     28.30     70.03     OFF    ON
2025-12-05 13:07:00     27.87     69.07      ON   OFF
2025-12-05 13:07:01     28.25     69.64     OFF   OFF
2025-12-05 13:07:02     27.86     70.23      ON    ON
2025-12-05 13:07:03     28.40     69.28     OFF   OFF
2025-12-05 13:07:04     28.08     69.87     OFF   OFF
2025-12-05 13:07:05     27.75     70.37      ON    ON
2025-12-05 13:07:06     28.17     69.36     OFF   OFF
2025-12-05 13:07:07     27.97     70.16      ON    ON
2025-12-05 13:07:08     28.39     69.19     OFF   OFF
2025-12-05 13:07:09     28.05     69.89     OFF   OFF
2025-12-05 13:07:10     27.81     70.53      ON    ON
2025-12-05 13:07:11     28.26     69.43     OFF   OFF
2025-12-05 13:07:12     28.02     70.14     OFF    ON
2025-12-05 13:07:13     27.73     69.19      ON   OFF
2025-12-05 13:07:14     28.14     69.63     OFF   OFF
2025-12-05 13:07:15     27.66     70.22      ON    ON
2025-12-05 13:07:16     28.07     69.19     OFF   OFF
2025-12-05 13:07:17     27.79     69.79      ON   OFF
2025-12-05 13:07:18     28.19     70.45     OFF    ON
2025-12-05 13:07:19     28.00     69.41     OFF   OFF
2025-12-05 13:07:20     27.76     70.07      ON    ON
2025-12-05 13:07:21     28.24     68.97     OFF   OFF
2025-12-05 13:07:22     27.87     69.49      ON   OFF
2025-12-05 13:07:23     28.15     70.02     OFF    ON
2025-12-05 13:07:24     27.90     69.13      ON   OFF
2025-12-05 13:07:25     28.17     69.72     OFF   OFF
2025-12-05 13:07:26     27.87     70.14      ON    ON
2025-12-05 13:07:27     28.26     69.03     OFF   OFF
2025-12-05 13:07:28     28.09     69.75     OFF   OFF
2025-12-05 13:07:29     27.80     70.36      ON    ON
2025-12-05 13:07:30     28.10     69.47     OFF   OFF
2025-12-05 13:07:31     27.79     70.05      ON    ON
2025-12-05 13:07:32     28.04     69.04     OFF   OFF
2025-12-05 13:07:33     27.68     69.55      ON   OFF
2025-12-05 13:07:34     28.02     70.12     OFF    ON
2025-12-05 13:07:35     27.78     69.11      ON   OFF
2025-12-05 13:07:36     28.28     69.78     OFF   OFF
2025-12-05 13:07:37     27.99     70.45      ON    ON
2025-12-05 13:07:38     28.31     69.49     OFF   OFF
2025-12-05 13:07:39     28.00     69.92      ON   OFF
2025-12-05 13:07:40     28.40     70.47     OFF    ON
2025-12-05 13:07:41     27.92     69.49      ON   OFF
2025-12-05 13:07:42     28.50     70.02     OFF    ON
2025-12-05 13:07:43     28.07     69.06     OFF   OFF
2025-12-05 13:07:44     27.63     69.64      ON   OFF
2025-12-05 13:07:45     28.08     70.26     OFF    ON
2025-12-05 13:07:46     27.79     69.18      ON   OFF
2025-12-05 13:07:47     28.12     69.93     OFF   OFF
2025-12-05 13:07:48     27.91     70.62      ON    ON
2025-12-05 13:07:49     28.19     69.56     OFF   OFF
2025-12-05 13:07:50     27.75     70.01      ON    ON
2025-12-05 13:07:51     28.22     69.09     OFF   OFF
2025-12-05 13:07:52     27.95     69.82      ON   OFF
2025-12-05 13:07:53     28.24     70.45     OFF    ON
2025-12-05 13:07:54     28.07     69.44     OFF   OFF
2025-12-05 13:07:55     27.70     70.07      ON    ON
2025-12-05 13:07:56     27.99     69.15      ON   OFF
2025-12-05 13:07:57     28.38     69.70     OFF   OFF
2025-12-05 13:07:58     28.07     70.23     OFF    ON
2025-12-05 13:07:59     27.77     69.07      ON   OFF
2025-12-05 13:08:00     28.31     69.68     OFF   OFF
2025-12-05 13:08:01     28.02     70.29     OFF    ON
2025-12-05 13:08:03     27.70     69.37      ON   OFF
2025-12-05 13:08:04     28.16     69.99     OFF   OFF
2025-12-05 13:08:05     27.90     70.56      ON    ON
2025-12-05 13:08:06     28.20     69.55     OFF   OFF
2025-12-05 13:08:07     28.01     70.13     OFF    ON
2025-12-05 13:08:08     27.73     69.11      ON   OFF
2025-12-05 13:08:09     28.10     69.80     OFF   OFF
2025-12-05 13:08:10     27.86     70.29      ON    ON
2025-12-05 13:08:11     28.42     69.30     OFF   OFF
2025-12-05 13:08:12     28.10     70.05     OFF    ON
2025-12-05 13:08:13     27.69     69.02      ON   OFF
2025-12-05 13:08:14     28.25     69.67     OFF   OFF
2025-12-05 13:08:15     27.95     70.19      ON    ON
2025-12-05 13:08:16     28.43     69.16     OFF   OFF
2025-12-05 13:08:17     28.15     69.69     OFF   OFF
2025-12-05 13:08:18     27.85     70.14      ON    ON
2025-12-05 13:08:19     28.30     69.10     OFF   OFF
2025-12-05 13:08:20     27.85     69.71      ON   OFF
2025-12-05 13:08:21     28.18     70.39     OFF    ON
2025-12-05 13:08:22     27.79     69.35      ON   OFF
2025-12-05 13:08:23     28.26     69.92     OFF   OFF
2025-12-05 13:08:24     28.09     70.62     OFF    ON
2025-12-05 13:08:25     27.98     69.55      ON   OFF
2025-12-05 13:08:26     28.35     70.07     OFF    ON
2025-12-05 13:08:27     28.08     69.06     OFF   OFF
2025-12-05 13:08:28     27.75     69.69      ON   OFF
2025-12-05 13:08:29     28.25     70.46     OFF    ON
2025-12-05 13:08:30     27.83     69.46      ON   OFF
2025-12-05 13:08:31     28.41     70.12     OFF    ON
2025-12-05 13:08:32     28.00     69.07     OFF   OFF
2025-12-05 13:08:33     27.78     69.51      ON   OFF
2025-12-05 13:08:34     28.13     70.19     OFF    ON
2025-12-05 13:08:35     27.84     69.14      ON   OFF
2025-12-05 13:08:36     28.19     69.88     OFF   OFF
2025-12-05 13:08:37     27.93     70.43      ON    ON
2025-12-05 13:08:38     28.28     69.61     OFF   OFF
2025-12-05 13:08:39     27.98     70.24      ON    ON
2025-12-05 13:08:40     28.34     69.39     OFF   OFF
2025-12-05 13:08:41     28.00     69.94      ON   OFF
2025-12-05 13:08:42     28.39     70.67     OFF    ON
2025-12-05 13:08:43     28.11     69.61     OFF   OFF
2025-12-05 13:08:44     27.85     70.19      ON    ON
2025-12-05 13:08:45     28.36     69.14     OFF   OFF
2025-12-05 13:08:46     27.93     69.73      ON   OFF
2025-12-05 13:08:47     28.33     70.34     OFF    ON
2025-12-05 13:08:48     28.13     69.29     OFF   OFF
2025-12-05 13:08:49     27.88     69.95      ON   OFF
2025-12-05 13:08:50     28.23     70.55     OFF    ON
2025-12-05 13:08:51     27.84     69.48      ON   OFF
2025-12-05 13:08:52     28.32     70.01     OFF    ON
2025-12-05 13:08:53     28.05     68.98     OFF   OFF
2025-12-05 13:08:54     27.72     69.62      ON   OFF
2025-12-05 13:08:55     28.14     70.21     OFF    ON
2025-12-05 13:08:56     27.73     69.08      ON   OFF
2025-12-05 13:08:57     28.22     69.76     OFF   OFF
2025-12-05 13:08:58     27.96     70.29      ON    ON
2025-12-05 13:08:59     28.43     69.18     OFF   OFF
2025-12-05 13:09:00     28.09     69.84     OFF   OFF
2025-12-05 13:09:01     27.83     70.45      ON    ON
2025-12-05 13:09:02     28.27     69.62     OFF   OFF
2025-12-05 13:09:03     28.07     70.26     OFF    ON
2025-12-05 13:09:04     27.85     69.09      ON   OFF
2025-12-05 13:09:05     28.37     69.72     OFF   OFF
2025-12-05 13:09:06     28.21     70.19     OFF    ON
2025-12-05 13:09:07     27.83     69.30      ON   OFF
2025-12-05 13:09:08     28.40     70.00     OFF   OFF
2025-12-05 13:09:09     28.17     70.48     OFF    ON
2025-12-05 13:09:10     27.68     69.40      ON   OFF
2025-12-05 13:09:11     27.99     69.97      ON   OFF
2025-12-05 13:09:12     28.39     70.57     OFF    ON
2025-12-05 13:09:13     28.07     69.58     OFF   OFF
2025-12-05 13:09:14     27.81     70.18      ON    ON
2025-12-05 13:09:15     28.32     69.13     OFF   OFF
2025-12-05 13:09:16     28.04     69.73     OFF   OFF
2025-12-05 13:09:17     27.82     70.36      ON    ON
2025-12-05 13:09:18     28.35     69.18     OFF   OFF
2025-12-05 13:09:19     27.98     69.67      ON   OFF
2025-12-05 13:09:20     28.25     70.31     OFF    ON
2025-12-05 13:09:21     27.93     69.21      ON   OFF
2025-12-05 13:09:22     28.44     69.70     OFF   OFF
2025-12-05 13:09:23     28.13     70.32     OFF    ON
2025-12-05 13:09:24     27.82     69.23      ON   OFF
2025-12-05 13:09:25     28.16     69.64     OFF   OFF
2025-12-05 13:09:26     27.86     70.10      ON    ON
2025-12-05 13:09:27     28.18     69.10     OFF   OFF
2025-12-05 13:09:28     27.89     69.69      ON   OFF
2025-12-05 13:09:29     28.38     70.30     OFF    ON
2025-12-05 13:09:30     28.11     69.24     OFF   OFF
2025-12-05 13:09:31     27.94     69.91      ON   OFF
2025-12-05 13:09:32     28.32     70.44     OFF    ON
2025-12-05 13:09:33     27.92     69.44      ON   OFF
2025-12-05 13:09:34     28.38     69.95     OFF   OFF
2025-12-05 13:09:35     28.14     70.61     OFF    ON
2025-12-05 13:09:36     27.85     69.74      ON   OFF
2025-12-05 13:09:37     28.15     70.36     OFF    ON
2025-12-05 13:09:38     27.80     69.27      ON   OFF
2025-12-05 13:09:39     28.37     69.93     OFF   OFF
2025-12-05 13:09:40     28.19     70.38     OFF    ON
2025-12-05 13:09:41     27.70     69.44      ON   OFF
2025-12-05 13:09:42     28.04     70.01     OFF    ON
2025-12-05 13:09:43     27.75     69.12      ON   OFF
2025-12-05 13:09:44     28.16     69.60     OFF   OFF
2025-12-05 13:09:45     27.95     70.05      ON    ON
2025-12-05 13:09:46     28.30     69.05     OFF   OFF
2025-12-05 13:09:47     28.01     69.64     OFF   OFF
2025-12-05 13:09:48     27.75     70.21      ON    ON
2025-12-05 13:09:49     28.15     69.14     OFF   OFF
2025-12-05 13:09:50     27.92     69.81      ON   OFF
2025-12-05 13:09:51     28.27     70.35     OFF    ON
2025-12-05 13:09:52     27.96     69.43      ON   OFF
2025-12-05 13:09:53     28.29     70.05     OFF    ON
2025-12-05 13:09:54     27.97     68.98      ON   OFF
2025-12-05 13:09:55     28.47     69.47     OFF   OFF
2025-12-05 13:09:56     27.97     69.97      ON   OFF
2025-12-05 13:09:57     28.39     70.56     OFF    ON
2025-12-05 13:09:58     28.09     69.54     OFF   OFF
2025-12-05 13:09:59     27.68     70.27      ON    ON
2025-12-05 13:10:00     28.08     69.32     OFF   OFF
2025-12-05 13:10:01     27.81     69.89      ON   OFF
2025-12-05 13:10:02     28.08     70.49     OFF    ON
2025-12-05 13:10:03     27.84     69.60      ON   OFF
2025-12-05 13:10:04     28.23     70.12     OFF    ON
2025-12-05 13:10:05     28.01     69.22     OFF   OFF
2025-12-05 13:10:06     27.78     69.93      ON   OFF
2025-12-05 13:10:07     28.20     70.62     OFF    ON
2025-12-05 13:10:08     27.78     69.49      ON   OFF
2025-12-05 13:10:09     28.20     70.03     OFF    ON
2025-12-05 13:10:10     27.78     68.89      ON   OFF
2025-12-05 13:10:11     28.34     69.50     OFF   OFF
2025-12-05 13:10:12     28.12     70.09     OFF    ON
2025-12-05 13:10:13     27.90     68.98      ON   OFF
2025-12-05 13:10:14     28.29     69.47     OFF   OFF
2025-12-05 13:10:15     28.11     70.02     OFF    ON
2025-12-05 13:10:16     27.78     69.00      ON   OFF
2025-12-05 13:10:17     28.26     69.61     OFF   OFF
2025-12-05 13:10:18     27.98     70.03      ON    ON
2025-12-05 13:10:19     28.39     69.06     OFF   OFF
2025-12-05 13:10:20     28.02     69.58     OFF   OFF
2025-12-05 13:10:21     27.71     70.29      ON    ON
2025-12-05 13:10:22     28.08     69.35     OFF   OFF
2025-12-05 13:10:23     27.75     69.80      ON   OFF
2025-12-05 13:10:24     28.15     70.40     OFF    ON
2025-12-05 13:10:25     27.81     69.55      ON   OFF
2025-12-05 13:10:26     28.39     70.22     OFF    ON
2025-12-05 13:10:27     28.13     69.15     OFF   OFF
2025-12-05 13:10:28     27.85     69.83      ON   OFF
2025-12-05 13:10:29     28.20     70.51     OFF    ON
2025-12-05 13:10:30     27.80     69.52      ON   OFF
2025-12-05 13:10:31     28.23     70.18     OFF    ON
2025-12-05 13:10:33     27.96     69.26      ON   OFF
2025-12-05 13:10:34     28.04     68.90     OFF   OFF
2025-12-05 13:10:35     28.19     69.51     OFF   OFF
2025-12-05 13:10:36     27.99     69.99      ON   OFF
2025-12-05 13:10:37     27.97     70.57      ON    ON
2025-12-05 13:10:38     28.42     70.38     OFF    ON
2025-12-05 13:10:39     28.44     69.49     OFF   OFF
2025-12-05 13:10:40     28.04     69.23     OFF   OFF
2025-12-05 13:10:41     27.75     69.69      ON   OFF
2025-12-05 13:10:42     27.69     70.27      ON    ON
2025-12-05 13:10:43     28.03     70.05     OFF    ON
2025-12-05 13:10:44     27.88     68.91      ON   OFF
2025-12-05 13:10:45     27.94     68.74      ON   OFF
2025-12-05 13:10:46     28.34     69.44     OFF   OFF
2025-12-05 13:10:47     28.71     69.92     OFF   OFF
2025-12-05 13:10:48     28.34     70.47     OFF    ON
2025-12-05 13:10:49     28.01     70.93     OFF    ON
2025-12-05 13:10:50     27.73     69.79      ON   OFF
2025-12-05 13:10:51     27.80     69.71      ON   OFF
2025-12-05 13:10:52     28.13     70.17     OFF    ON
2025-12-05 13:10:53     28.22     69.84     OFF   OFF
2025-12-05 13:10:54     28.07     69.69     OFF   OFF
2025-12-05 13:10:55     27.65     70.22      ON    ON
2025-12-05 13:10:56     27.49     70.75      ON    ON
2025-12-05 13:10:57     27.86     69.71      ON   OFF
2025-12-05 13:10:58     28.24     69.62     OFF   OFF
